"","score","text","Review"
"121",0,"RT @IndianExpress: #SalmanVerdict @Being Human: 30% sales jump, ‚ÄòRs 42 cr donated‚Äô http://t.co/HWGtlomzBX http://t.co/wwVcVV7PqS","Surprise"
"122",-1,"RT @TheAshokSingh: It took 20 years for banana Judiciary to convict Salman Khan, no guesses for how quick he'll be rescued. Black Buck Marr‚Ä¶","Sadness"
"123",0,"RT @CongressDahan: When Salman Khan acquitted by courts in Hit &amp; Run case Fiberals accused PM Modi of being behind ruling saying he got off‚Ä¶","Surprise"
"124",0,"RT @koenamitra: Apparently #SalmanKhan  is convicted because he's Muslim and Saif Ali Khan is acquitted because he's Hindu/Sikh/.../..../..‚Ä¶","Surprise"
"125",0,"RT @bengalikudi: Salman Khan is going to jail with careers of Jacqueline, daisy, zareen, katrina and her sister Ì†ΩÌ∏≠. 

#SalmanVerdict 
#Black‚Ä¶","Surprise"
"126",2,"RT @bengalikudi: Congrats bhaijaan.. 
Faith in ""paise ka power"" restored Ì†ΩÌ∏≠
#SalmanVerdict #BlackbuckPoachingCase https://t.co/9wLNbDFRwt","Happy"
"127",0,"RT @bengalikudi: There is a reason jail rhymes with bail.

#SalmanVerdict 
#BlackBuckPoachingCase","Surprise"
"128",0,"RT @ps9800423: @rawat_narayan The Judges also working under pressure of ruling govt
see how's Transfer of judge's within a night those who‚Ä¶","Surprise"
"129",0,"RT @IndianExpress: #SalmanVerdict @Being Human: 30% sales jump, ‚ÄòRs 42 cr donated‚Äô http://t.co/HWGtlomzBX http://t.co/wwVcVV7PqS","Surprise"
"130",2,"RT @Reminderiz: Bhai ke fan's right now Ì†ΩÌ∏≠
#WeSupportSalmankhan 
#SalmanVerdict 
#FridayFeeling  #BlackBuckPoachingCase https://t.co/71JzdAb‚Ä¶","Happy"
"131",0,"Discover Here: https://t.co/LGacjxhATl

#SalmanBailOrJail #SalmanGetsBail  #Salman #SalmanConvicted #SalmanVerdict‚Ä¶ https://t.co/isuJgDcH8k","Surprise"
"132",-1,"RT @dr_rita39: #SalmanKhan #SalmanVerdict #SalmanTrial #Salman Bollywood superstar is found guilty for deer poaching. Indian army on their‚Ä¶","Sadness"
